Date,Price,Open,High,Low,Vol.,Change %
12/13/2021,"2,250.82","2,257.57","2,260.38","2,251.03",,-0.20%
12/10/2021,"2,255.36","2,248.55","2,259.95","2,248.20",,0.24%
12/9/2021,"2,249.92","2,262.11","2,265.96","2,250.10",,-0.55%
12/8/2021,"2,262.41","2,258.19","2,263.61","2,254.22",,0.22%
12/7/2021,"2,257.38","2,265.34","2,266.86","2,256.78",,-0.27%
12/6/2021,"2,263.60","2,259.75","2,268.59","2,259.33",,0.28%
12/3/2021,"2,257.33","2,254.55","2,262.74","2,249.31",,0.15%
12/2/2021,"2,253.88","2,251.22","2,258.63","2,250.97",,0.10%
12/1/2021,"2,251.53","2,249.10","2,257.86","2,248.85",,0.07%
11/30/2021,"2,249.95","2,245.26","2,251.61","2,242.10",,0.38%
11/29/2021,"2,241.42","2,238.77","2,251.96","2,238.74",,0.22%
11/26/2021,"2,236.61","2,234.14","2,245.41","2,232.46",,0.13%
11/25/2021,"2,233.69","2,230.73","2,237.67","2,230.72",,0.18%
11/24/2021,"2,229.78","2,231.36","2,234.76","2,230.29",,0.00%
11/23/2021,"2,229.89","2,231.26","2,236.51","2,228.86",,-0.03%
11/22/2021,"2,230.45","2,227.85","2,235.04","2,227.83",,0.09%
11/19/2021,"2,228.40","2,228.65","2,232.21","2,226.23",,0.06%
11/18/2021,"2,227.15","2,233.08","2,234.42","2,226.59",,-0.24%
11/17/2021,"2,232.53","2,226.00","2,234.62","2,225.71",,0.38%
11/16/2021,"2,224.03","2,226.99","2,231.97","2,222.78",,-0.08%
11/15/2021,"2,225.88","2,230.98","2,231.02","2,222.82",,-0.21%
11/12/2021,"2,230.67","2,229.82","2,231.94","2,224.80",,-0.02%
11/11/2021,"2,231.16","2,230.84","2,233.99","2,223.55",,0.04%
11/10/2021,"2,230.22","2,227.90","2,233.13","2,226.94",,0.14%
11/9/2021,"2,227.09","2,230.40","2,231.05","2,224.24",,-0.09%
11/8/2021,"2,229.02","2,239.81","2,240.90","2,227.50",,-0.42%
11/5/2021,"2,238.35","2,241.41","2,248.18","2,236.57",,-0.10%
11/4/2021,"2,240.54","2,235.36","2,244.76","2,228.83",,0.42%
11/3/2021,"2,231.12","2,226.63","2,237.45","2,226.21",,0.21%
11/2/2021,"2,226.39","2,227.35","2,230.08","2,224.98",,0.00%
11/1/2021,"2,226.41","2,211.60","2,228.21","2,211.19",,0.70%
10/29/2021,"2,211.04","2,216.84","2,218.79","2,210.43",,-0.26%
10/28/2021,"2,216.83","2,215.28","2,220.39","2,212.78",,0.03%
10/27/2021,"2,216.17","2,217.92","2,223.99","2,214.83",,-0.01%
10/26/2021,"2,216.48","2,218.18","2,221.11","2,215.37",,0.00%
10/25/2021,"2,216.57","2,210.98","2,223.84","2,209.52",,0.25%
10/22/2021,"2,211.09","2,209.77","2,216.50","2,207.25",,0.13%
10/21/2021,"2,208.32","2,201.36","2,212.67","2,201.17",,0.35%
10/20/2021,"2,200.52","2,205.58","2,205.58","2,200.03",,-0.19%
10/19/2021,"2,204.73","2,194.45","2,206.29","2,191.72",,0.52%
10/18/2021,"2,193.38","2,187.61","2,195.22","2,182.09",,0.35%
10/15/2021,"2,185.70","2,193.61","2,194.37","2,184.39",,-0.25%
10/14/2021,"2,191.12","2,209.84","2,210.42","2,189.55",,-0.89%
10/13/2021,"2,210.73","2,204.07","2,212.75","2,203.50",,0.30%
10/12/2021,"2,204.08","2,199.66","2,205.64","2,199.50",,0.10%
10/11/2021,"2,201.92","2,207.60","2,210.29","2,202.50",,-0.22%
10/8/2021,"2,206.70","2,204.33","2,208.72","2,200.96",,0.10%
10/7/2021,"2,204.53","2,210.45","2,211.61","2,204.55",,-0.25%
10/6/2021,"2,209.95","2,208.90","2,212.00","2,207.04",,0.01%
10/5/2021,"2,209.64","2,213.55","2,214.33","2,209.75",,-0.12%
10/4/2021,"2,212.28","2,219.37","2,223.87","2,211.69",,-0.28%
10/1/2021,"2,218.48","2,219.76","2,222.86","2,218.99",,-0.04%
9/30/2021,"2,219.26","2,208.67","2,221.37","2,207.28",,0.51%
9/29/2021,"2,207.97","2,209.02","2,214.92","2,203.89",,-0.05%
9/28/2021,"2,208.98","2,206.38","2,212.83","2,205.98",,0.11%
9/27/2021,"2,206.57","2,208.46","2,210.66","2,204.46",,0.11%
9/24/2021,"2,204.13","2,204.64","2,207.67","2,202.12",,-0.02%
9/23/2021,"2,204.64","2,201.23","2,207.71","2,200.49",,0.11%
9/22/2021,"2,202.19","2,201.82","2,205.02","2,198.88",,0.05%
9/21/2021,"2,201.18","2,204.52","2,205.29","2,201.51",,-0.03%
9/20/2021,"2,201.95","2,206.84","2,209.55","2,201.82",,0.11%
9/17/2021,"2,199.63","2,208.08","2,210.95","2,198.77",,-0.30%
9/16/2021,"2,206.22","2,213.76","2,215.04","2,206.20",,-0.33%
9/15/2021,"2,213.59","2,211.16","2,215.13","2,210.06",,0.08%
9/14/2021,"2,211.78","2,210.31","2,213.98","2,208.31",,0.15%
9/13/2021,"2,208.45","2,203.87","2,211.54","2,201.80",,0.23%
9/10/2021,"2,203.36","2,207.29","2,211.71","2,203.22",,-0.12%
9/9/2021,"2,206.09","2,205.58","2,210.83","2,204.92",,0.05%
9/8/2021,"2,205.06","2,198.60","2,209.33","2,198.60",,0.35%
9/7/2021,"2,197.31","2,203.33","2,203.63","2,196.81",,-0.14%
9/6/2021,"2,200.49","2,209.87","2,210.57","2,200.77",,-0.42%
9/3/2021,"2,209.82","2,210.98","2,216.98","2,206.09",,-0.01%
9/2/2021,"2,209.94","2,210.91","2,211.83","2,206.66",,-0.01%
9/1/2021,"2,210.08","2,208.00","2,214.28","2,205.41",,0.10%
8/31/2021,"2,207.86","2,221.71","2,222.32","2,206.27",,-0.62%
8/30/2021,"2,221.60","2,229.74","2,230.30","2,220.23",,-0.25%
8/27/2021,"2,227.11","2,224.43","2,228.25","2,221.72",,0.15%
8/26/2021,"2,223.85","2,224.40","2,227.51","2,221.03",,0.05%
8/25/2021,"2,222.69","2,224.01","2,227.09","2,221.05",,-0.04%
8/24/2021,"2,223.49","2,224.51","2,225.32","2,217.79",,0.03%
8/23/2021,"2,222.91","2,226.37","2,227.58","2,217.86",,0.02%
8/20/2021,"2,222.46","2,217.14","2,227.96","2,214.11",,0.25%
8/19/2021,"2,216.92","2,216.39","2,222.06","2,213.22",,0.05%
8/18/2021,"2,215.78","2,215.81","2,221.14","2,215.42",,0.02%
8/17/2021,"2,215.27","2,218.36","2,219.32","2,214.84",,-0.18%
8/16/2021,"2,219.24","2,221.19","2,222.78","2,217.82",,-0.06%
8/13/2021,"2,220.59","2,220.26","2,221.97","2,217.81",,0.06%
8/12/2021,"2,219.17","2,220.66","2,224.82","2,217.94",,0.00%
8/11/2021,"2,219.14","2,217.95","2,221.18","2,216.29",,0.11%
8/10/2021,"2,216.81","2,215.54","2,223.29","2,213.95",,0.14%
8/9/2021,"2,213.69","2,213.70","2,221.87","2,213.19",,0.03%
8/6/2021,"2,212.97","2,218.16","2,224.07","2,213.25",,-0.28%
8/5/2021,"2,219.13","2,213.13","2,221.81","2,213.03",,0.29%
8/4/2021,"2,212.77","2,217.98","2,219.79","2,213.14",,-0.15%
8/3/2021,"2,216.11","2,230.66","2,231.30","2,216.33",,-0.69%
8/2/2021,"2,231.44","2,238.27","2,238.86","2,230.95",,-0.28%
7/30/2021,"2,237.70","2,240.31","2,242.84","2,233.92",,-0.22%
7/29/2021,"2,242.67","2,231.99","2,243.82","2,231.99",,0.50%
7/28/2021,"2,231.48","2,226.36","2,232.59","2,226.19",,0.28%
7/27/2021,"2,225.16","2,236.32","2,237.91","2,225.03",,-0.37%
7/26/2021,"2,233.53","2,236.84","2,239.99","2,231.64",,-0.09%
7/23/2021,"2,235.46","2,238.98","2,242.08","2,235.51",,-0.09%
7/22/2021,"2,237.54","2,248.53","2,249.61","2,237.82",,-0.44%
7/21/2021,"2,247.43","2,240.82","2,249.40","2,239.82",,0.42%
7/20/2021,"2,238.07","2,237.97","2,241.55","2,236.56",,0.10%
7/19/2021,"2,235.93","2,237.82","2,243.80","2,235.25",,-0.05%
7/16/2021,"2,236.95","2,240.21","2,249.56","2,237.33",,-0.13%
7/15/2021,"2,239.79","2,241.18","2,245.98","2,237.79",,0.10%
7/14/2021,"2,237.59","2,234.06","2,245.03","2,233.00",,0.09%
7/13/2021,"2,235.59","2,240.00","2,245.08","2,233.55",,-0.08%
7/12/2021,"2,237.49","2,243.20","2,244.77","2,234.64",,-0.19%
7/9/2021,"2,241.82","2,239.75","2,244.71","2,237.75",,0.22%
7/8/2021,"2,237.01","2,235.94","2,247.41","2,229.85",,0.02%
7/7/2021,"2,236.60","2,234.22","2,243.81","2,233.91",,0.24%
7/6/2021,"2,231.15","2,240.59","2,243.18","2,232.67",,-0.35%
7/5/2021,"2,238.96","2,246.27","2,248.55","2,238.07",,-0.24%
7/2/2021,"2,244.36","2,241.74","2,250.67","2,239.01",,0.15%
7/1/2021,"2,241.04","2,243.83","2,251.06","2,241.29",,-0.16%
6/30/2021,"2,244.57","2,241.06","2,255.21","2,240.99",,0.20%
6/29/2021,"2,240.10","2,236.43","2,245.04","2,234.95",,0.16%
6/28/2021,"2,236.44","2,232.87","2,242.29","2,230.08",,0.16%
6/25/2021,"2,232.89","2,233.48","2,239.00","2,229.80",,0.14%
6/24/2021,"2,229.76","2,227.93","2,234.58","2,225.21",,0.05%
6/23/2021,"2,228.57","2,224.67","2,232.51","2,221.85",,0.31%
6/22/2021,"2,221.74","2,231.75","2,234.83","2,221.54",,-0.38%
6/21/2021,"2,230.24","2,228.44","2,240.08","2,226.13",,0.16%
6/18/2021,"2,226.63","2,226.41","2,234.58","2,225.80",,0.07%
6/17/2021,"2,225.15","2,225.58","2,240.55","2,215.68",,0.00%
6/16/2021,"2,225.09","2,221.77","2,228.51","2,220.68",,0.25%
6/15/2021,"2,219.45","2,217.20","2,226.18","2,216.30",,0.04%
6/14/2021,"2,218.51","2,219.21","2,224.28","2,218.81",,0.08%
6/11/2021,"2,216.63","2,230.74","2,231.33","2,216.86",,-0.51%
6/10/2021,"2,228.01","2,231.70","2,234.77","2,227.20",,-0.11%
6/9/2021,"2,230.57","2,227.44","2,233.71","2,226.81",,0.20%
6/8/2021,"2,226.21","2,231.72","2,233.15","2,226.10",,-0.11%
6/7/2021,"2,228.68","2,234.98","2,235.18","2,225.60",,-0.25%
6/4/2021,"2,234.21","2,230.38","2,237.53","2,228.89",,0.20%
6/3/2021,"2,229.86","2,237.86","2,240.88","2,230.08",,-0.31%
6/2/2021,"2,236.86","2,238.95","2,240.46","2,231.96",,0.03%
6/1/2021,"2,236.13","2,242.60","2,244.88","2,236.22",,-0.20%
5/31/2021,"2,240.59","2,242.90","2,248.64","2,239.75",,-0.06%
5/28/2021,"2,241.97","2,238.36","2,246.86","2,237.54",,0.20%
5/27/2021,"2,237.59","2,240.54","2,243.83","2,236.52",,-0.14%
5/26/2021,"2,240.80","2,234.83","2,243.50","2,234.78",,0.30%
5/25/2021,"2,234.09","2,239.08","2,241.04","2,227.33",,-0.04%
5/24/2021,"2,234.89","2,229.47","2,237.25","2,227.32",,0.21%
5/21/2021,"2,230.17","2,234.40","2,237.06","2,228.67",,-0.12%
5/20/2021,"2,232.79","2,219.50","2,237.59","2,217.76",,0.66%
5/19/2021,"2,218.06","2,221.54","2,228.30","2,217.39",,-0.11%
5/18/2021,"2,220.53","2,219.93","2,226.57","2,219.33",,0.13%
5/17/2021,"2,217.56","2,203.95","2,220.80","2,203.21",,0.57%
5/14/2021,"2,205.05","2,201.99","2,208.30","2,200.89",,0.25%
5/13/2021,"2,199.65","2,199.61","2,202.14","2,197.96",,0.07%
5/12/2021,"2,198.22","2,208.15","2,208.83","2,198.25",,-0.43%
5/11/2021,"2,207.69","2,208.92","2,213.18","2,206.16",,-0.19%
5/10/2021,"2,211.92","2,220.36","2,222.86","2,199.08",,-0.34%
5/7/2021,"2,219.46","2,214.44","2,221.10","2,204.26",,0.28%
5/6/2021,"2,213.27","2,227.36","2,229.16","2,209.14",,-0.70%
5/5/2021,"2,228.92","2,230.64","2,232.18","2,228.47",,0.04%
5/4/2021,"2,228.14","2,233.73","2,234.50","2,226.39",,-0.14%
5/3/2021,"2,231.23","2,232.18","2,236.81","2,231.79",,0.03%
4/30/2021,"2,230.46","2,232.94","2,242.71","2,228.42",,-0.04%
4/29/2021,"2,231.44","2,239.57","2,242.47","2,228.70",,-0.23%
4/28/2021,"2,236.68","2,233.10","2,239.85","2,231.50",,0.14%
4/27/2021,"2,233.46","2,233.10","2,236.75","2,230.94",,0.05%
4/26/2021,"2,232.29","2,239.56","2,239.78","2,230.79",,-0.13%
4/23/2021,"2,235.12","2,236.40","2,241.43","2,234.83",,-0.03%
4/22/2021,"2,235.90","2,239.13","2,242.67","2,235.29",,-0.07%
4/21/2021,"2,237.54","2,229.87","2,240.99","2,229.87",,0.35%
4/20/2021,"2,229.69","2,235.65","2,238.80","2,228.67",,-0.17%
4/19/2021,"2,233.57","2,230.70","2,236.80","2,225.32",,0.04%
4/16/2021,"2,232.58","2,237.23","2,240.17","2,229.00",,-0.24%
4/15/2021,"2,238.03","2,236.00","2,240.74","2,232.45",,0.10%
4/14/2021,"2,235.83","2,233.13","2,238.11","2,230.83",,0.23%
4/13/2021,"2,230.68","2,229.55","2,234.79","2,227.38",,0.18%
4/12/2021,"2,226.70","2,220.81","2,232.60","2,220.02",,0.23%
4/9/2021,"2,221.61","2,219.90","2,225.28","2,217.56",,0.17%
4/8/2021,"2,217.75","2,213.23","2,227.03","2,212.81",,0.15%
4/7/2021,"2,214.41","2,217.98","2,219.88","2,211.81",,-0.09%
4/6/2021,"2,216.45","2,214.48","2,218.28","2,209.13",,0.35%
4/5/2021,"2,208.66","2,211.02","2,213.30","2,209.50",,-0.07%
4/2/2021,"2,210.18","2,212.93","2,214.92","2,211.01",,-0.05%
4/1/2021,"2,211.39","2,215.67","2,222.75","2,208.46",,-0.19%
3/31/2021,"2,215.61","2,204.40","2,222.80","2,203.32",,0.63%
3/30/2021,"2,201.63","2,195.69","2,207.95","2,195.23",,0.20%
3/29/2021,"2,197.33","2,203.99","2,207.77","2,197.07",,-0.25%
3/26/2021,"2,202.76","2,205.96","2,210.36","2,202.29",,0.02%
3/25/2021,"2,202.40","2,209.63","2,214.94","2,202.88",,-0.32%
3/24/2021,"2,209.56","2,208.15","2,217.09","2,206.22",,0.06%
3/23/2021,"2,208.14","2,213.63","2,215.89","2,208.50",,-0.20%
3/22/2021,"2,212.49","2,212.74","2,220.60","2,211.38",,0.04%
3/19/2021,"2,211.64","2,212.94","2,222.66","2,211.02",,0.01%
3/18/2021,"2,211.40","2,221.96","2,222.35","2,212.66",,-0.27%
3/17/2021,"2,217.46","2,215.01","2,225.39","2,214.18",,0.20%
3/16/2021,"2,213.14","2,217.25","2,219.36","2,213.80",,-0.06%
3/15/2021,"2,214.45","2,214.92","2,218.10","2,211.98",,0.23%
3/12/2021,"2,209.32","2,222.67","2,224.07","2,208.82",,-0.32%
3/11/2021,"2,216.49","2,217.35","2,222.24","2,215.25",,0.19%
3/10/2021,"2,212.30","2,212.37","2,217.33","2,208.41",,0.06%
3/9/2021,"2,211.02","2,200.42","2,217.10","2,194.18",,0.57%
3/8/2021,"2,198.53","2,201.10","2,209.36","2,197.32",,-0.04%
3/5/2021,"2,199.31","2,204.81","2,218.21","2,200.27",,-0.21%
3/4/2021,"2,203.85","2,201.12","2,211.43","2,200.60",,0.10%
3/3/2021,"2,201.54","2,214.91","2,217.04","2,200.32",,-0.35%
3/2/2021,"2,209.35","2,204.61","2,215.09","2,202.11",,0.27%
3/1/2021,"2,203.43","2,204.83","2,214.10","2,201.40",,0.23%
2/26/2021,"2,198.45","2,172.41","2,208.66","2,172.20",,0.80%
2/25/2021,"2,181.02","2,181.50","2,186.25","2,180.65",,0.03%
2/24/2021,"2,180.41","2,183.04","2,185.36","2,177.10",,0.11%
2/23/2021,"2,178.08","2,186.15","2,187.78","2,177.91",,-0.17%
2/22/2021,"2,181.85","2,177.74","2,185.61","2,177.14",,0.24%
2/19/2021,"2,176.54","2,167.36","2,180.52","2,165.88",,0.82%
2/18/2021,"2,158.87","2,174.64","2,179.66","2,160.96",,-0.42%
2/17/2021,"2,167.99","2,160.82","2,174.92","2,160.82",,0.65%
2/16/2021,"2,154.07","2,151.53","2,158.11","2,147.04",,0.07%
2/15/2021,"2,152.52","2,163.53","2,163.53","2,151.76",,-0.51%
2/12/2021,"2,163.53","2,163.53","2,163.53","2,163.53",,0.08%
2/11/2021,"2,161.80","2,165.07","2,168.34","2,162.36",,-0.12%
2/10/2021,"2,164.49","2,174.35","2,175.16","2,164.45",,-0.42%
2/9/2021,"2,173.68","2,171.28","2,176.18","2,168.23",,0.22%
2/8/2021,"2,168.96","2,171.16","2,172.78","2,165.21",,0.05%
2/5/2021,"2,167.93","2,166.91","2,172.17","2,164.28",,0.15%
2/4/2021,"2,164.71","2,167.82","2,174.55","2,165.69",,-0.08%
2/3/2021,"2,166.38","2,172.40","2,172.40","2,165.98",,-0.21%
2/2/2021,"2,170.85","2,168.52","2,175.57","2,167.86",,0.24%
2/1/2021,"2,165.71","2,181.67","2,181.71","2,166.44",,-0.67%
1/29/2021,"2,180.23","2,179.28","2,184.56","2,170.60",,0.09%
1/28/2021,"2,178.29","2,164.94","2,182.24","2,163.29",,0.65%
1/27/2021,"2,164.23","2,176.69","2,179.72","2,165.50",,-0.32%
1/26/2021,"2,171.09","2,164.57","2,178.26","2,164.25",,0.44%
1/25/2021,"2,161.64","2,164.23","2,173.21","2,162.68",,-0.05%
1/22/2021,"2,162.65","2,166.51","2,173.51","2,163.14",,0.00%
1/21/2021,"2,162.58","2,172.94","2,173.14","2,164.97",,-0.23%
1/20/2021,"2,167.59","2,171.61","2,174.55","2,168.07",,-0.03%
1/19/2021,"2,168.14","2,167.11","2,174.05","2,166.33",,0.15%
1/18/2021,"2,164.81","2,162.90","2,175.22","2,161.68",,0.15%
1/15/2021,"2,161.47","2,173.51","2,174.28","2,163.09",,-0.38%
1/14/2021,"2,169.72","2,174.03","2,180.07","2,170.62",,-0.14%
1/13/2021,"2,172.87","2,190.22","2,190.90","2,172.32",,-0.49%
1/12/2021,"2,183.66","2,180.23","2,197.33","2,179.56",,0.53%
1/11/2021,"2,172.17","2,163.60","2,186.72","2,159.19",,0.62%
1/8/2021,"2,158.74","2,147.42","2,174.64","2,147.27",,0.68%
1/7/2021,"2,144.21","2,151.26","2,159.98","2,146.77",,-0.14%
1/6/2021,"2,147.28","2,155.33","2,158.22","2,149.50",,-0.25%
1/5/2021,"2,152.64","2,150.83","2,164.97","2,149.13",,0.20%
1/4/2021,"2,148.35","2,155.99","2,160.41","2,134.64",,-1.26%
1/1/2021,"2,175.68","2,152.70","2,175.75","2,130.57",,1.17%
